DNI;Gusto1;Gusto2;Gusto3;Gusto4;Gusto5
91021479;Futsal;Pesca;Crossfit;Motonautica;Pesca
24087556;Motocross;Remo;Basket;Remo;Golf
16795493;Rally;Maraton;Judo;Tennis;Softball
91281698;Ciclismo;Surf;Crossfit;Automovilismo;Windsurf
34969763;Rally;Basket;Maraton;Basket;Vela
43389718;Natacion;Softball;Voley;Futbol;Motonautica
36795194;Waterpolo;Pesca;Motonautica;Rally;Escalada
68284869;Waterpolo;Rally;Judo;Judo;Snowboard
4822654;Remo;Jabalina;Motocross;Handball;Vela
79074725;;Softball;Futsal;Futbol;Jockey
52412602;Voley;Voley;Vela;Jockey;Waterpolo
768257;Voley;Parapente;Escalada;Windsurf;Judo
61872267;Equitacion;Sky;Trekking;Paracaidismo;Handball
77099163;Jabalina;Basket;Motocross;Windsurf;Polo
46776821;Ajedrez;Sky;Rally;Ciclismo;Snowboard
53840910;Buceo;Softball;Natacion;Jabalina;Tennis
30827835;Golf;Motocross;Snowboard;Futsal;Voley
55644083;Softball;Escalada;Equitacion;Buceo;Cricket
49647894;Waterpolo;Rally;Tennis;Ciclismo;Windsurf
77666178;Sky;Polo;Tennis;Ciclismo;Maraton
51237410;Snowboard;Waterpolo;Cricket;Vela;Natacion
99783868;Basket;Maraton;Automovilismo;Windsurf;Salto
81782492;Kitesurf;Waterpolo;Jabalina;Ciclismo;Windsurf
23010966;Equitacion;Equitacion;Futbol;Trekking;Ajedrez
52389820;Cricket;Jabalina;Windsurf;Maraton;Parapente
91476627;Handball;Windsurf;Rugby;Waterpolo;Salto
39663281;Escalada;Rally;Ajedrez;Rally;Paracaidismo
58164330;Kitesurf;Ajedrez;Vela;Voley;Paracaidismo
23639671;Parapente;Remo;Judo;Equitacion;Automovilismo
2762167;Motocross;Parapente;Equitacion;Motocross;Natacion
82460987;Waterpolo;Futbol;Jockey;Rugby;Parapente
81454848;Basket;Cricket;Voley;Jabalina;Softball
63557791;Snowboard;Buceo;Trekking;Snowboard;Rally
34012444;Basket;Windsurf;Basket;Rally;Rugby
71225485;Kitesurf;Tennis;Ciclismo;Vela;Judo
17471819;Remo;Paracaidismo;Rugby;Paracaidismo;Softball
19335977;Cricket;Ajedrez;Natacion;Windsurf;Pesca
7591400;Kitesurf;Golf;Remo;Ajedrez;Cricket
90682158;;Remo;Cricket;Escalada;Kitesurf
1268305;Rally;Rally;Judo;Ajedrez;Surf
55873055;Futbol;Futbol;Parapente;Motocross;Motonautica
63929282;;Kitesurf;Polo;Voley;Waterpolo
49835819;Vela;Parapente;Ciclismo;Waterpolo;Basket
92711363;Snowboard;Cricket;Vela;Pesca;Buceo
31083512;Rugby;Cricket;Jabalina;Voley;Rally
94604447;Rally;Softball;Automovilismo;Parapente;Parapente
33107242;Softball;Surf;Vela;Escalada;Futsal
44721844;Tennis;Buceo;Sky;Softball;Futsal
46016984;Snowboard;Polo;Ciclismo;Maraton;Escalada
88948408;Trekking;Jabalina;Tennis;Motonautica;Ciclismo
32298568;Cricket;Natacion;Rugby;Basket;Equitacion
36196263;Handball;Kitesurf;Pesca;Jabalina;Jabalina
76368135;Paracaidismo;Motocross;Ciclismo;Maraton;Jockey
45599907;Surf;Motonautica;Kitesurf;Sky;Judo
80691520;Surf;Cricket;Basket;Basket;Sky
8279975;Sky;Equitacion;Judo;Ciclismo;Cricket
3749493;Vela;Basket;Basket;Surf;Handball
97003013;Jockey;Buceo;Futbol;Windsurf;Trekking
70649823;Futbol;Pesca;Remo;Kitesurf;Automovilismo
39561206;Motocross;Equitacion;Futsal;Rugby;Parapente
77498334;Vela;Kitesurf;Pesca;Handball;Equitacion
50756184;Polo;Jockey;Equitacion;Pesca;Ciclismo
69749598;Handball;Polo;Futbol;Remo;Kitesurf
5365099;Natacion;Ajedrez;Handball;Crossfit;Natacion
15517225;Waterpolo;Rugby;Crossfit;Handball;Jabalina
94837495;;Buceo;Surf;Remo;Maraton
86891757;Surf;Voley;Polo;Crossfit;Maraton
9729311;Basket;Motonautica;Escalada;Tennis;Rally
16513377;Crossfit;Basket;Rally;Rally;Voley
5609835;Futsal;Handball;Paracaidismo;Natacion;Kitesurf
26259179;Futsal;Buceo;Sky;Crossfit;Kitesurf
92395598;Sky;Kitesurf;Vela;Tennis;Judo
57280905;Snowboard;Kitesurf;Crossfit;Motonautica;Maraton
82475776;Voley;Futbol;Waterpolo;Natacion;Vela
23650019;Jabalina;Escalada;Surf;Softball;Softball
69825740;Softball;Jabalina;Equitacion;Basket;Snowboard
84185206;Rugby;Jockey;Futbol;Basket;Kitesurf
42136721;Equitacion;Tennis;Automovilismo;Crossfit;Motocross
84075372;Softball;Natacion;Motocross;Remo;Polo
95206039;Judo;Softball;Waterpolo;Jockey;Cricket
81650734;Rally;Motocross;Golf;Trekking;Basket
83438560;Ajedrez;Pesca;Equitacion;Jabalina;Vela
24785005;Motocross;Jockey;Jabalina;Maraton;Trekking
77628719;Handball;Basket;Equitacion;Maraton;Waterpolo
68443088;Buceo;Pesca;Waterpolo;Cricket;Waterpolo
12696779;Escalada;Trekking;Motocross;Voley;Remo
65592383;Ciclismo;Pesca;Tennis;Tennis;Motonautica
41796705;Kitesurf;Softball;Maraton;Crossfit;Judo
50517201;Motonautica;Ajedrez;Futbol;Sky;Buceo
9697395;Jockey;Kitesurf;Cricket;Cricket;Voley
27734999;Equitacion;Escalada;Remo;Pesca;Equitacion
23834238;Sky;Waterpolo;Salto;Vela;Futsal
74713636;Futsal;Voley;Parapente;Vela;Pesca
13109635;Trekking;Ajedrez;Trekking;Jockey;Basket
37482472;Futbol;Sky;Voley;Pesca;Motonautica
69301232;Paracaidismo;Polo;Jabalina;Trekking;Voley
54373971;Natacion;Voley;Windsurf;Voley;Futbol
83169410;Buceo;Windsurf;Waterpolo;Futsal;Kitesurf
26451169;Softball;Rugby;Pesca;Softball;Basket
49696184;Waterpolo;Voley;Motocross;Trekking;Parapente
16272084;Equitacion;Remo;Polo;Escalada;Snowboard
76523761;Polo;Handball;Softball;Motocross;Judo
13295253;Futbol;Waterpolo;Maraton;Voley;Vela
3257786;Tennis;Automovilismo;Escalada;Rally;Voley
99924884;Judo;Motocross;Futbol;Pesca;Waterpolo
96934040;;Ciclismo;Natacion;Ciclismo;Escalada
34375602;Buceo;Waterpolo;Judo;Sky;Polo
19228522;Surf;Waterpolo;Sky;Kitesurf;Equitacion
50783591;Jockey;Waterpolo;Ajedrez;Trekking;Natacion
29081090;Kitesurf;Natacion;Equitacion;Surf;Ajedrez
98614325;Cricket;Motonautica;Ciclismo;Remo;Motonautica
42665799;Kitesurf;Natacion;Parapente;Motocross;Escalada
52464323;Judo;Voley;Cricket;Softball;Softball
75238745;Paracaidismo;Cricket;Motocross;Handball;Golf
53499270;Futbol;Basket;Equitacion;Pesca;Futsal
63546134;Crossfit;Natacion;Snowboard;Escalada;Jabalina
41585008;Motonautica;Trekking;Crossfit;Automovilismo;Ajedrez
23382989;Futbol;Futbol;Maraton;Jabalina;Polo
60326538;Polo;Equitacion;Crossfit;Paracaidismo;Equitacion
58738818;Pesca;Trekking;Pesca;Automovilismo;Rally
83521093;Ciclismo;Rally;Buceo;Maraton;Automovilismo
4208562;Waterpolo;Sky;Golf;Motonautica;Handball
84520448;Surf;Buceo;Parapente;Buceo;Natacion
78725306;Snowboard;Equitacion;Waterpolo;Motocross;Parapente
31216545;Waterpolo;Salto;Motocross;Remo;Golf
47741014;Jockey;Cricket;Vela;Natacion;Ajedrez
98557432;Futbol;Polo;Salto;Parapente;Rally
33360058;Tennis;Ajedrez;Natacion;Softball;Remo
15173197;Waterpolo;Snowboard;Judo;Crossfit;Golf
99810891;Waterpolo;Judo;Pesca;Rally;Windsurf
22532491;Snowboard;Trekking;Trekking;Sky;Escalada
24109809;Parapente;Ajedrez;Tennis;Trekking;Salto
88211869;Vela;Softball;Parapente;Cricket;Parapente
60167405;Motocross;Automovilismo;Waterpolo;Basket;Golf
57495489;Vela;Snowboard;Tennis;Voley;Jabalina
20244425;Pesca;Maraton;Polo;Golf;Crossfit
69463382;Judo;Escalada;Judo;Crossfit;Vela
84633817;Futsal;Natacion;Pesca;Voley;Windsurf
83375429;Jockey;Voley;Futsal;Jockey;Remo
90809383;Rugby;Jockey;Parapente;Remo;Golf
78149121;Futbol;Natacion;Waterpolo;Parapente;Buceo
39810621;Waterpolo;Basket;Crossfit;Windsurf;Softball
52779362;Remo;Kitesurf;Maraton;Jabalina;Windsurf
5484001;Ajedrez;Rally;Remo;Snowboard;Parapente
12593810;Vela;Vela;Pesca;Paracaidismo;Waterpolo
50789545;Motocross;Surf;Paracaidismo;Motonautica;Softball
77287092;Tennis;Automovilismo;Salto;Tennis;Waterpolo
87343878;Buceo;Ajedrez;Snowboard;Remo;Waterpolo
8441299;Futsal;Escalada;Futsal;Basket;Cricket
74561137;Cricket;Sky;Trekking;Maraton;Crossfit
76948109;Snowboard;Basket;Crossfit;Motonautica;Tennis
74646231;Ciclismo;Surf;Rally;Vela;Remo
44951585;Handball;Futsal;Kitesurf;Waterpolo;Paracaidismo
50859322;Pesca;Motonautica;Trekking;Rugby;Ajedrez
66005196;Rugby;Buceo;Judo;Rugby;Rally
46341520;Crossfit;Pesca;Pesca;Basket;Escalada
74677323;Surf;Kitesurf;Ajedrez;Golf;Rally
82826184;Crossfit;Futsal;Handball;Ajedrez;Windsurf
39959786;Escalada;Rally;Rally;Parapente;Ajedrez
95726796;Waterpolo;Kitesurf;Pesca;Voley;Kitesurf
73498552;Maraton;Equitacion;Handball;Equitacion;Motonautica
37386843;Buceo;Basket;Sky;Judo;Jockey
9412803;Automovilismo;Motonautica;Sky;Crossfit;Paracaidismo
21674537;Voley;Waterpolo;Natacion;Motocross;Equitacion
10936198;Escalada;Snowboard;Judo;Windsurf;Paracaidismo
88079105;Remo;Handball;Trekking;Salto;Voley
78886013;Rally;Equitacion;Rally;Jabalina;Buceo
46598650;Polo;Motocross;Trekking;Kitesurf;Pesca
35455639;Jockey;Jockey;Rally;Futsal;Softball
16119298;Waterpolo;Crossfit;Natacion;Handball;Vela
60263384;Crossfit;Equitacion;Judo;Jabalina;Windsurf
85915262;Natacion;Natacion;Motonautica;Jabalina;Rally
6598763;Handball;Cricket;Salto;Pesca;Remo
87510754;Maraton;Maraton;Jockey;Kitesurf;Vela
36160052;Jabalina;Polo;Ajedrez;Kitesurf;Kitesurf
26037965;Trekking;Maraton;Rugby;Waterpolo;Buceo
27814052;Futbol;Maraton;Cricket;Ciclismo;Kitesurf
37176415;Kitesurf;Crossfit;Equitacion;Rally;Motocross
34777729;Salto;Tennis;Maraton;Handball;Windsurf
46439628;Parapente;Automovilismo;Windsurf;Softball;Polo
94239625;Parapente;Voley;Sky;Parapente;Ciclismo
3339005;Remo;Cricket;Ciclismo;Waterpolo;Trekking
57846601;Parapente;Basket;Automovilismo;Natacion;Motocross
41444253;Futsal;Maraton;Futbol;Kitesurf;Remo
54724954;Snowboard;Pesca;Vela;Golf;Motocross
81585071;Trekking;Buceo;Voley;Jabalina;Automovilismo
18579967;Salto;Escalada;Motonautica;Escalada;Rugby
85046951;Polo;Sky;Handball;Motocross;Ajedrez
91654630;Kitesurf;Ajedrez;Vela;Handball;Waterpolo
96289350;Natacion;Snowboard;Parapente;Rugby;Softball
96269581;Ciclismo;Windsurf;Trekking;Polo;Handball
39916580;Jockey;Crossfit;Sky;Motonautica;Ajedrez
97195782;Futsal;Ajedrez;Pesca;Polo;Surf
70710726;Jabalina;Equitacion;Salto;Jockey;Softball
66694768;Remo;Ciclismo;Motonautica;Waterpolo;Automovilismo
82787189;Rugby;Tennis;Equitacion;Tennis;Motonautica
93653643;Natacion;Jabalina;Waterpolo;Remo;Handball
76943450;Windsurf;Handball;Waterpolo;Motocross;Jockey
75146011;Rugby;Vela;Ciclismo;Sky;Crossfit
90596101;Vela;Buceo;Polo;Polo;Ciclismo
32243233;Jabalina;Kitesurf;Pesca;Futbol;Golf
90248768;Jabalina;Futsal;Maraton;Ajedrez;Vela
2560575;Judo;Jabalina;Ajedrez;Rugby;Natacion
20129285;Golf;Motocross;Windsurf;Cricket;Automovilismo
32854735;Sky;Motonautica;Pesca;Parapente;Waterpolo
34461220;Softball;Motocross;Parapente;Voley;Waterpolo
88042844;Futbol;Jabalina;Buceo;Equitacion;Paracaidismo
61750303;Paracaidismo;Cricket;Vela;Handball;Automovilismo
33106638;Judo;Crossfit;Surf;Sky;Crossfit
27373786;Judo;Automovilismo;Jabalina;Motocross;Vela
35096595;Rugby;Remo;Waterpolo;Polo;Windsurf
98142028;Trekking;Paracaidismo;Handball;Polo;Escalada
56330560;Waterpolo;Handball;Salto;Remo;Paracaidismo
70395037;Kitesurf;Crossfit;Handball;Jockey;Automovilismo
9892373;Waterpolo;Handball;Rally;Remo;Waterpolo
74082724;Rugby;Kitesurf;Ciclismo;Motocross;Equitacion
68071683;Sky;Surf;Parapente;Polo;Pesca
53974373;Buceo;Softball;Waterpolo;Equitacion;Natacion
23272092;Sky;Sky;Motonautica;Remo;Automovilismo
61688504;Cricket;Crossfit;Handball;Jockey;Waterpolo
58066424;Rugby;Buceo;Futbol;Windsurf;Maraton
38602294;Maraton;Automovilismo;Trekking;Waterpolo;Handball
84260439;Natacion;Vela;Softball;Escalada;Jockey
2057231;Kitesurf;Futsal;Parapente;Paracaidismo;Motocross
76646098;Tennis;Motonautica;Rally;Parapente;Parapente
88625459;Windsurf;Snowboard;Natacion;Parapente;Motonautica
33919333;;Surf;Waterpolo;Polo;Ciclismo
52575974;Crossfit;Equitacion;Motocross;Voley;Paracaidismo
79585033;Automovilismo;Jockey;Futsal;Buceo;Jabalina
11574085;Salto;Futsal;Waterpolo;Automovilismo;Equitacion
54335820;Natacion;Waterpolo;Polo;Equitacion;Maraton
93628559;;Trekking;Futbol;Futsal;Jabalina
25778704;Softball;Rugby;Golf;Judo;Surf
14186529;;Waterpolo;Crossfit;Pesca;Futsal
28426631;Ciclismo;Futsal;Judo;Snowboard;Salto
65236598;Trekking;Jabalina;Paracaidismo;Basket;Snowboard
73836094;Sky;Kitesurf;Sky;Motocross;Trekking
13809834;Waterpolo;Voley;Motonautica;Waterpolo;Motocross
43305068;Paracaidismo;Futbol;Rugby;Salto;Handball
51558655;Remo;Trekking;Voley;Rally;Equitacion
67017350;Trekking;Maraton;Automovilismo;Judo;Salto
61542921;Futsal;Futbol;Tennis;Tennis;Natacion
30919396;Motonautica;Ciclismo;Trekking;Escalada;Futbol
39677583;Futbol;Handball;Voley;Remo;Pesca
43910902;Windsurf;Sky;Surf;Equitacion;Handball
20916234;Crossfit;Automovilismo;Parapente;Futsal;Salto
48133418;Snowboard;Pesca;Ajedrez;Voley;Buceo
83675831;Jockey;Automovilismo;Ciclismo;Basket;Rally
51273929;Golf;Crossfit;Sky;Vela;Ciclismo
81470202;Sky;Futsal;Judo;Paracaidismo;Judo
84669642;Futbol;Windsurf;Futbol;Windsurf;Ciclismo
5902688;Windsurf;Futsal;Parapente;Futsal;Cricket
87017286;Jabalina;Softball;Softball;Voley;Rally
56399419;Judo;Crossfit;Sky;Motocross;Escalada
80980644;Maraton;Trekking;Pesca;Sky;Pesca
77537791;Jockey;Futsal;Motocross;Snowboard;Ajedrez
99284859;Crossfit;Equitacion;Motonautica;Judo;Paracaidismo
45331209;Crossfit;Basket;Ciclismo;Jockey;Buceo
26790325;Golf;Crossfit;Remo;Paracaidismo;Softball
70652998;Sky;Vela;Kitesurf;Rally;Ciclismo
7539897;Equitacion;Basket;Softball;Cricket;Automovilismo
16027251;Surf;Futbol;Paracaidismo;Parapente;Handball
32904069;Buceo;Golf;Jabalina;Salto;Jockey
27689106;Softball;Motonautica;Jockey;Natacion;Softball
28923611;Jockey;Trekking;Waterpolo;Sky;Kitesurf
91552793;Surf;Escalada;Motocross;Handball;Motonautica
2575543;Handball;Futsal;Futsal;Futbol;Futbol
14091745;Maraton;Vela;Sky;Futbol;Judo
84736096;Trekking;Waterpolo;Trekking;Golf;Handball
62731930;Golf;Softball;Buceo;Surf;Jockey
60840676;Maraton;Windsurf;Surf;Jockey;Buceo
44371834;Maraton;Ajedrez;Handball;Jockey;Surf
4021113;Buceo;Futsal;Voley;Jabalina;Waterpolo
21670028;Futsal;Jockey;Vela;Surf;Automovilismo
33339408;Equitacion;Voley;Windsurf;Cricket;Windsurf
5876622;Futsal;Automovilismo;Waterpolo;Windsurf;Motocross
56648364;Equitacion;Salto;Equitacion;Motocross;Golf
35206405;Handball;Voley;Rugby;Ajedrez;Vela
27976944;Futbol;Judo;Cricket;Voley;Windsurf
81526071;Jabalina;Handball;Sky;Futsal;Futsal
77677874;Futsal;Buceo;Surf;Futbol;Golf
83781839;Pesca;Judo;Polo;Polo;Trekking
96435603;Natacion;Handball;Basket;Kitesurf;Ajedrez
729450;Waterpolo;Automovilismo;Waterpolo;Crossfit;Maraton
3500842;Pesca;Surf;Handball;Ciclismo;Waterpolo
69057194;Remo;Handball;Motocross;Buceo;Salto
32350659;Maraton;Buceo;Pesca;Motocross;Polo
68808311;Voley;Jabalina;Pesca;Handball;Basket
69265815;Automovilismo;Parapente;Kitesurf;Waterpolo;Futsal
67891740;Kitesurf;Futbol;Windsurf;Vela;Trekking
1887294;Surf;Natacion;Judo;Rugby;Waterpolo
73743071;Motocross;Buceo;Golf;Pesca;Cricket
10929960;Voley;Judo;Jabalina;Buceo;Polo
68538279;Crossfit;Equitacion;Kitesurf;Sky;Crossfit
6708408;Maraton;Voley;Tennis;Sky;Vela
86119729;Escalada;Cricket;Paracaidismo;Remo;Surf
60765735;Surf;Basket;Voley;Judo;Waterpolo
96995309;Golf;Golf;Polo;Parapente;Trekking
18033303;Ajedrez;Rugby;Cricket;Jabalina;Paracaidismo
70490180;Equitacion;Motonautica;Remo;Futsal;Judo
78080164;Vela;Surf;Maraton;Trekking;Parapente
59004980;Rally;Golf;Voley;Maraton;Futsal
38600774;Automovilismo;Motocross;Sky;Equitacion;Pesca
75051638;Paracaidismo;Handball;Futsal;Jockey;Escalada
87253542;Paracaidismo;Motonautica;Remo;Futbol;Buceo
85417442;Paracaidismo;Parapente;Rally;Escalada;Jockey
37214268;Tennis;Ajedrez;Windsurf;Rugby;Voley
40160589;Basket;Jockey;Parapente;Trekking;Futsal
81741187;Voley;Surf;Salto;Vela;Basket
77280646;Automovilismo;Futsal;Buceo;Automovilismo;Vela
40786753;Jockey;Trekking;Handball;Buceo;Handball
70503874;Escalada;Cricket;Sky;Softball;Buceo
85700701;Futsal;Waterpolo;Escalada;Buceo;Rally
49490490;Motocross;Windsurf;Windsurf;Waterpolo;Pesca
6135024;Golf;Equitacion;Kitesurf;Cricket;Rugby
44237864;Basket;Tennis;Waterpolo;Escalada;Escalada
82010051;Futsal;Pesca;Rally;Automovilismo;Crossfit
36419601;Crossfit;Paracaidismo;Ciclismo;Motonautica;Parapente
10206009;Rally;Equitacion;Handball;Trekking;Remo
72221404;Golf;Motonautica;Waterpolo;Buceo;Judo
47166744;Tennis;Windsurf;Waterpolo;Paracaidismo;Natacion
82096912;Handball;Automovilismo;Windsurf;Pesca;Salto
38662092;Surf;Motonautica;Motonautica;Parapente;Waterpolo
16142062;Equitacion;Surf;Handball;Futbol;Rally
20361401;Sky;Snowboard;Ciclismo;Kitesurf;Sky
78719258;Futbol;Trekking;Surf;Waterpolo;Rally
61996865;Golf;Voley;Softball;Jabalina;Motocross
28342194;Cricket;Escalada;Vela;Surf;Ciclismo
2162562;Jockey;Judo;Judo;Kitesurf;Buceo
20895702;Salto;Escalada;Futsal;Maraton;Natacion
9150487;Escalada;Maraton;Tennis;Jabalina;Handball
49740410;Motonautica;Futsal;Waterpolo;Motonautica;Ajedrez
30576313;Waterpolo;Sky;Pesca;Pesca;Judo
32196793;Futbol;Maraton;Softball;Sky;Golf
49903039;Paracaidismo;Paracaidismo;Ciclismo;Surf;Snowboard
64231656;Automovilismo;Kitesurf;Sky;Jockey;Trekking
62385752;Motocross;Jockey;Buceo;Crossfit;Surf
75319730;Cricket;Equitacion;Judo;Buceo;Remo
86320584;Jockey;Ajedrez;Futbol;Parapente;Escalada
30066980;Maraton;Snowboard;Natacion;Snowboard;Escalada
87145872;Remo;Basket;Escalada;Judo;Vela
54420782;Windsurf;Tennis;Surf;Automovilismo;Sky
45310326;Equitacion;Cricket;Equitacion;Rally;Basket
77136803;Softball;Polo;Equitacion;Basket;Waterpolo
65294689;Remo;Ciclismo;Golf;Snowboard;Basket
24817129;Ajedrez;Rugby;Sky;Surf;Voley
5139617;Buceo;Jockey;Ciclismo;Parapente;Jockey
39728001;Maraton;Automovilismo;Pesca;Snowboard;Futsal
64687407;Vela;Trekking;Windsurf;Equitacion;Surf
82618861;Golf;Golf;Futbol;Pesca;Tennis
72653878;Vela;Trekking;Waterpolo;Pesca;Equitacion
77595160;Rugby;Maraton;Windsurf;Motocross;Futbol
19294116;Basket;Basket;Paracaidismo;Pesca;Maraton
93025403;Softball;Kitesurf;Surf;Voley;Paracaidismo
27544139;Ciclismo;Pesca;Softball;Jabalina;Basket
85729312;Handball;Waterpolo;Golf;Judo;Judo
77924727;;Jabalina;Golf;Judo;Basket
93510370;Snowboard;Golf;Kitesurf;Rugby;Windsurf
37694807;Maraton;Maraton;Softball;Tennis;Pesca
24401333;Snowboard;Ciclismo;Motonautica;Softball;Equitacion
23708386;Paracaidismo;Ajedrez;Rally;Handball;Ajedrez
60210268;Surf;Surf;Vela;Parapente;Equitacion
94158475;Golf;Rugby;Motonautica;Rugby;Equitacion
1664783;Sky;Judo;Maraton;Waterpolo;Tennis
64001850;Paracaidismo;Futsal;Jabalina;Crossfit;Motonautica
70730782;Escalada;Waterpolo;Handball;Crossfit;Kitesurf
1047863;Waterpolo;Cricket;Voley;Futsal;Jockey
26950424;Rally;Crossfit;Futbol;Rally;Sky
75877444;Pesca;Judo;Golf;Equitacion;Ajedrez
60663969;Pesca;Waterpolo;Waterpolo;Waterpolo;Futbol
34058113;Kitesurf;Ciclismo;Vela;Crossfit;Sky
15941327;Motonautica;Basket;Natacion;Buceo;Trekking
96613954;Maraton;Snowboard;Ajedrez;Sky;Rally
15966334;Kitesurf;Basket;Buceo;Remo;Handball
14090621;Rally;Rugby;Tennis;Judo;Rally
20771044;Golf;Tennis;Polo;Sky;Motonautica
69425866;Parapente;Waterpolo;Kitesurf;Motocross;Motocross
14998335;Waterpolo;Vela;Kitesurf;Handball;Automovilismo
52962554;Tennis;Buceo;Paracaidismo;Motonautica;Waterpolo
93816575;Paracaidismo;Polo;Judo;Surf;Jabalina
52815665;Vela;Automovilismo;Waterpolo;Equitacion;Tennis
40960990;Jabalina;Remo;Golf;Waterpolo;Natacion
35648219;Vela;Cricket;Voley;Jabalina;Motonautica
23714991;Jabalina;Judo;Waterpolo;Softball;Automovilismo
53269076;Windsurf;Snowboard;Handball;Rally;Judo
30084796;Equitacion;Cricket;Rugby;Automovilismo;Softball
67096782;Handball;Buceo;Trekking;Maraton;Motonautica
85487416;Softball;Maraton;Golf;Motonautica;Futbol
1838174;Maraton;Buceo;Handball;Golf;Windsurf
63687746;Pesca;Snowboard;Polo;Crossfit;Natacion
66708827;Ajedrez;Sky;Judo;Motonautica;Waterpolo
75110478;Polo;Cricket;Maraton;Golf;Tennis
7609050;Natacion;Sky;Pesca;Waterpolo;Rally
90590465;Pesca;Sky;Futbol;Windsurf;Kitesurf
73508684;Sky;Voley;Remo;Waterpolo;Kitesurf
26826401;Judo;Salto;Trekking;Motocross;Paracaidismo
98756214;Pesca;Pesca;Ajedrez;Rally;Rally
15761359;Jabalina;Motocross;Motonautica;Motonautica;Cricket
71822642;Rally;Kitesurf;Ciclismo;Golf;Basket
96176431;Motocross;Windsurf;Automovilismo;Judo;Motocross
51053526;;Cricket;Futsal;Motocross;Futsal
93156176;Natacion;Crossfit;Judo;Equitacion;Jabalina
5494894;Handball;Escalada;Tennis;Windsurf;Paracaidismo
76605407;Waterpolo;Futbol;Rally;Paracaidismo;Snowboard
62568722;Sky;Futbol;Polo;Kitesurf;Buceo
43954129;Handball;Ajedrez;Basket;Maraton;Softball
56011907;Futbol;Tennis;Windsurf;Ciclismo;Parapente
59629475;Crossfit;Paracaidismo;Golf;Pesca;Motocross
83373477;Snowboard;Motocross;Crossfit;Snowboard;Automovilismo
23558799;Basket;Surf;Cricket;Remo;Voley
96572766;Vela;Rally;Waterpolo;Surf;Basket
54140955;Pesca;Escalada;Parapente;Ajedrez;Cricket
20649409;Snowboard;Handball;Futsal;Jockey;Vela
78133749;Buceo;Salto;Windsurf;Sky;Basket
79985283;Tennis;Sky;Sky;Motocross;Escalada
1826055;Jockey;Maraton;Golf;Equitacion;Maraton
97261858;Judo;Motocross;Windsurf;Natacion;Tennis
54067256;Motonautica;Kitesurf;Buceo;Windsurf;Motocross
94200041;Maraton;Windsurf;Escalada;Surf;Ajedrez
92058306;Ciclismo;Ciclismo;Surf;Basket;Paracaidismo
60523929;Equitacion;Ajedrez;Waterpolo;Remo;Windsurf
20163095;Salto;Voley;Surf;Escalada;Windsurf
82879620;Waterpolo;Surf;Motocross;Paracaidismo;Maraton
13363179;Waterpolo;Parapente;Equitacion;Jabalina;Rally
29004967;Paracaidismo;Motocross;Buceo;Cricket;Crossfit
16347342;Judo;Futsal;Pesca;Waterpolo;Salto
47721407;Parapente;Surf;Windsurf;Ciclismo;Polo
27114286;Polo;Snowboard;Automovilismo;Surf;Salto
92101750;Motonautica;Basket;Jabalina;Crossfit;Sky
35722038;Crossfit;Vela;Voley;Natacion;Voley
98768991;Golf;Rugby;Natacion;Trekking;Futbol
54775712;Futbol;Tennis;Futsal;Voley;Vela
27177543;Buceo;Softball;Jockey;Parapente;Buceo
75075392;Jockey;Sky;Cricket;Softball;Golf
24009510;Jockey;Paracaidismo;Ajedrez;Futsal;Jabalina
53767575;Maraton;Motocross;Remo;Windsurf;Equitacion
91012179;Waterpolo;Windsurf;Tennis;Polo;Ajedrez
35378573;;Rugby;Motocross;Tennis;Escalada
73087859;Crossfit;Kitesurf;Surf;Judo;Cricket
94972465;Natacion;Basket;Judo;Pesca;Tennis
64973087;Judo;Pesca;Surf;Pesca;Waterpolo
13413673;Pesca;Natacion;Futbol;Ajedrez;Automovilismo
76555324;Voley;Remo;Jabalina;Waterpolo;Handball
39332388;Equitacion;Ajedrez;Natacion;Golf;Pesca
228854;Salto;Tennis;Waterpolo;Voley;Escalada
57210724;Judo;Buceo;Softball;Handball;Vela
54085527;Motonautica;Natacion;Parapente;Waterpolo;Trekking
3697669;Rugby;Natacion;Escalada;Pesca;Motocross
35069074;Parapente;Rugby;Parapente;Snowboard;Automovilismo
89649149;Polo;Surf;Vela;Parapente;Judo
14448646;Maraton;Paracaidismo;Basket;Automovilismo;Waterpolo
794653;Voley;Ciclismo;Pesca;Futsal;Escalada
61531131;Voley;Jockey;Parapente;Vela;Snowboard
12795078;Softball;Ciclismo;Natacion;Judo;Rugby
23168659;Vela;Waterpolo;Vela;Motonautica;Tennis
91827292;Basket;Futsal;Polo;Ajedrez;Polo
27287523;Voley;Trekking;Automovilismo;Kitesurf;Ajedrez
679765;Pesca;Windsurf;Remo;Crossfit;Buceo
22909239;Kitesurf;Waterpolo;Cricket;Paracaidismo;Futbol
41346908;Maraton;Trekking;Basket;Remo;Waterpolo
72750995;Handball;Cricket;Basket;Trekking;Buceo
40713513;Rally;Crossfit;Kitesurf;Maraton;Tennis
66607346;;Cricket;Tennis;Softball;Ajedrez
2940463;Ajedrez;Natacion;Jabalina;Paracaidismo;Ajedrez
62476021;Automovilismo;Polo;Handball;Waterpolo;Tennis
54051079;Jockey;Snowboard;Buceo;Windsurf;Escalada
16631203;Jabalina;Salto;Futbol;Golf;Motonautica
